text,nic_code,nic_label,division
this unit is involved in wind energy farm,35106,Electric power generation non conventional,Energy
industry: warehouse storage in my city,52102,Warehousing non-refrigerated,Transport
coconut farming,1261,Growing of coconut,Agriculture
industry: goat farming as msme,1441,Raising and breeding of sheep and goats,Agriculture
surgical cotton bandage making,21006,Manufacture of medical wadding gauze bandages,Manufacturing
i own a toy making in india,32401,Manufacture of dolls and toy animals,Manufacturing
we assemble mobile phones,26305,Manufacture of pagers cellular phones,Manufacturing
we are into spice farming on small scale,1284,Growing of spices,Agriculture
business activity: property dealer in my city,68200,Real estate activities on fee basis,Real Estate
mobile phone repair for export,95120,Repair of communication equipment,Services
farmer growing wheat in punjab,1111,Growing of wheat,Agriculture
i grow wheat on my farm in my village,1111,Growing of wheat,Agriculture
this unit is involved in sweet shop making mithai in my city,10734,Manufacture of sweetmeats,Manufacturing
spinning mill cotton,13111,Preparation and spinning of cotton fiber,Manufacturing
medicine manufacturing allopathic,21002,Manufacture of allopathic pharmaceutical preparations,Manufacturing
we deal in house construction as msme,41001,Construction of buildings,Construction
i own a dal mill for domestic market,10613,Dal (pulses) milling,Manufacturing
we do surgical cotton bandage making for domestic market,21006,Manufacture of medical wadding gauze bandages,Manufacturing
i own a utensil making brass copper on small scale,25994,Manufacture of metal household articles,Manufacturing
i grow onions and tomatoes,1132,Growing of fruit-bearing vegetables,Agriculture
i do fishing in sea,3111,Fishing in ocean and coastal waters,Agriculture
i run a i make pickles in my village,10306,Manufacture of pickles and chutney,Manufacturing
we do plywood manufacturing in india,16211,Manufacture of plywood and veneer,Manufacturing
i do bridge construction for local market,42101,Construction of bridges and tunnels,Construction
industry: knitting hosiery unit on small scale,13913,Manufacture of knitted synthetic fabrics,Manufacturing
we deal in electricity distribution,35109,Collection and distribution of electric energy,Energy
pottery making at home,23931,Manufacture of articles of porcelain and pottery,Manufacturing
our business is masala powder making as msme,10795,Grinding and processing of spices,Manufacturing
auto rickshaw for export,49224,Taxi operation,Transport
flour mill at home,10611,Flour milling,Manufacturing
my work is college as msme,85301,Higher education,Education
my work is flour mill for domestic market,10611,Flour milling,Manufacturing
we have a plastic product manufacturing,22201,Manufacture of semi-finished plastic products,Manufacturing
we are into i grow ginger for export,1281,Growing of ginger,Agriculture
advertising agency,73100,Advertising,Professional
we deal in chili farming on small scale,1282,Growing of chili,Agriculture
we do college on small scale,85301,Higher education,Education
we do tax consultant in india,69202,Tax consultancy,Finance
i do we make electric vehicles,29101,Manufacture of passenger cars,Manufacturing
i run a real estate developer,41001,Construction of buildings,Construction
driving school,85223,Professional motor driving school,Education
we deal in coffee plantation in my city,1272,Growing of coffee,Agriculture
i do graphic design for export,74103,Services of graphic designers,Professional
we produce eggs for domestic market,1462,Production of eggs,Agriculture
our business is bridge construction in india,42101,Construction of bridges and tunnels,Construction
the company is engaged in car manufacturing for local market,29101,Manufacture of passenger cars,Manufacturing
industry: bicycle manufacturing,30921,Manufacture of bicycles,Manufacturing
business activity: iodized salt processing for local market,10798,Processing of salt into food grade salt,Manufacturing
event catering as msme,56210,Event catering,Hospitality
our business is skill training institute iti in india,85221,Technical and vocational education,Education
we have a we grow tea at home,1271,Growing of tea,Agriculture
veterinary doctor as msme,75000,Veterinary activities,Professional
industry: accountant ca firm,69201,Accounting and auditing activities,Finance
we have a we make fruit juice for local market,10304,Manufacture of fruit juices,Manufacturing
my business is wheat cultivation,1111,Growing of wheat,Agriculture
i run a weighing machine manufacturing in india,28194,Manufacture of weighing machinery,Manufacturing
my work is building construction,41001,Construction of buildings,Construction
we do road construction as msme,42101,Construction of highways and roads,Construction
my work is chakki flour mill as msme,10611,Flour milling,Manufacturing
this unit is involved in fish farming for domestic market,3221,Fish farming in freshwater,Agriculture
i run a bridge construction in my village,42101,Construction of bridges and tunnels,Construction
i do beauty parlour salon at home,96020,Hairdressing and other beauty treatment,Services
we are into tea processing on small scale,10791,Processing and blending of tea,Manufacturing
i run a utensil making brass copper for domestic market,25994,Manufacture of metal household articles,Manufacturing
my work is dry cleaning laundry in my village,96010,Washing and dry cleaning of textiles,Services
i am doing zari work business,13992,Zari work and ornamental trimmings,Manufacturing
we do fertilizer manufacturing,20121,Manufacture of urea and organic fertilizers,Manufacturing
i do cardboard box making as msme,17023,Manufacture of card board boxes,Manufacturing
my work is i keep bees and sell honey in my city,1492,Bee-keeping and production of honey,Agriculture
we deal in house construction in india,41001,Construction of buildings,Construction
our business is dhaba food stall for export,56101,Restaurants,Hospitality
the company is engaged in basmati rice farming for local market,1121,Organic farming of basmati rice,Agriculture
i do silver jewellery,32111,Manufacture of jewellery of gold silver,Manufacturing
our business is college for local market,85301,Higher education,Education
we have a diamond cutting and polishing at home,32112,Working of diamonds and precious stones,Manufacturing
i do onion farming in nashik at home,1133,Growing of onion,Agriculture
skill training institute iti,85221,Technical and vocational education,Education
potato farming,1135,Growing of potatoes and tubers,Agriculture
i own a bicycle manufacturing in my city,30921,Manufacture of bicycles,Manufacturing
we have a steel manufacturing at home,24103,Manufacture of steel,Manufacturing
business activity: trucking business for local market,49231,Motorised road freight transport,Transport
i do tea packing business in my city,10791,Processing and blending of tea,Manufacturing
business activity: private school,85211,General school education first stage,Education
my work is i am a tailor,14105,Custom tailoring,Manufacturing
the company is engaged in vegetable farming in my city,1131,Growing of vegetables,Agriculture
warehouse storage,52102,Warehousing non-refrigerated,Transport
i make gold jewellery,32111,Manufacture of jewellery of gold silver,Manufacturing
coaching class tuition in india,85491,Academic tutoring services,Education
i do i make clothes,14101,Manufacture of textile garments,Manufacturing
we have a apiary business,1492,Bee-keeping and production of honey,Agriculture
i own a we mine coal,5102,Belowground mining of hard coal,Mining
we have a we make plastic bags for domestic market,22203,Manufacture of plastic articles for packing,Manufacturing
our business is switch socket manufacturing on small scale,27331,Manufacture of switch and socket,Manufacturing
i own a basmati rice farming on small scale,1121,Organic farming of basmati rice,Agriculture
our business is electronic goods shop for local market,47420,Retail sale of audio and video equipment,Trade
business activity: electricity distribution,35109,Collection and distribution of electric energy,Energy
i am doing i raise chickens in my village,1461,Raising and breeding of poultry,Agriculture
general store in india,47190,Other retail sale in non-specialized stores,Trade
this unit is involved in sugar manufacturing at home,10721,Manufacture of sugar from sugarcane,Manufacturing
jaggery making,10722,Manufacture of gur from sugarcane,Manufacturing
basmati rice farming,1121,Organic farming of basmati rice,Agriculture
i do cyber cafe for domestic market,63992,Activities of cyber cafe,IT Services
i am doing dhaba food stall for export,56101,Restaurants,Hospitality
we have a coal mining as msme,5101,Opencast mining of hard coal,Mining
my work is coaching class tuition in my village,85491,Academic tutoring services,Education
industry: book shop stationery on small scale,47613,Retail sale of stationery,Trade
garment stitching,14101,Manufacture of textile garments,Manufacturing
i do herbal medicine production for domestic market,21003,Manufacture of ayurvedic pharmaceutical preparations,Manufacturing
industry: chit fund for export,64910,Financial leasing,Finance
we are into machine repair workshop,33121,Repair of engines and turbines,Manufacturing
the company is engaged in building construction on small scale,41001,Construction of buildings,Construction
industry: call centre bpo at home,82200,Activities of call centres,IT Services
my work is saree weaving,13122,Weaving of silk fabrics,Manufacturing
cobbler shoe repair,95230,Repair of footwear and leather goods,Services
my work is computer assembly in my city,26201,Manufacture of desktop and laptop computers,Manufacturing
glass bangle making as msme,23106,Manufacture of glass bangles,Manufacturing
we deal in general store for local market,47190,Other retail sale in non-specialized stores,Trade
placement agency hr,78100,Activities of employment placement agencies,Services
pickle making,10306,Manufacture of pickles and chutney,Manufacturing
the company is engaged in fruit juice manufacturing in my city,10304,Manufacture of fruit juices,Manufacturing
onion farming in nashik,1133,Growing of onion,Agriculture
industry: cleaning services as msme,81210,General cleaning of buildings,Services
this unit is involved in cotton farming in india,1161,Growing of cotton,Agriculture
we mine coal,5102,Belowground mining of hard coal,Mining
i run a jam jelly making for domestic market,10305,Manufacture of sauces jams and jellies,Manufacturing
switch socket manufacturing as msme,27331,Manufacture of switch and socket,Manufacturing
i own a plastic bag making,22203,Manufacture of plastic articles for packing,Manufacturing
my work is cyber cafe,63992,Activities of cyber cafe,IT Services
coffee plantation for export,1272,Growing of coffee,Agriculture
business activity: i raise chickens at home,1461,Raising and breeding of poultry,Agriculture
my work is cattle feed manufacturing for local market,10801,Manufacture of cattle feed,Manufacturing
industry: nursing home in my village,86100,Hospital activities,Healthcare
road construction,42101,Construction of highways and roads,Construction
we have a we make jaggery gur for domestic market,10722,Manufacture of gur from sugarcane,Manufacturing
we are into papad making unit,10796,Manufacture of papads and appalam,Manufacturing
industry: electronic goods shop on small scale,47420,Retail sale of audio and video equipment,Trade
we do pump manufacturing for export,28132,Manufacture of pumps and compressors,Manufacturing
we deal in wheat farming in india,1111,Growing of wheat,Agriculture
my work is surgical instrument making in my city,32504,Manufacture of bone plates and syringes,Manufacturing
my work is i grow rice,1121,Organic farming of basmati rice,Agriculture
our business is i run a rice mill on small scale,10612,Rice milling,Manufacturing
we have a cement manufacturing on small scale,23941,Manufacture of clinkers and cement,Manufacturing
our business is software development in india,62011,Writing and modifying computer programs,IT Services
my work is furniture shop for domestic market,47591,Retail sale of household furniture,Trade
my work is mineral water plant in my city,11043,Manufacture of mineral water,Manufacturing
business activity: farmer growing wheat in punjab in my city,1111,Growing of wheat,Agriculture
we do i am a tailor in india,14105,Custom tailoring,Manufacturing
our business is mobile phone shop for local market,47414,Retail sale of telecommunication equipment,Trade
the company is engaged in flour mill at home,10611,Flour milling,Manufacturing
our business is steel manufacturing at home,24103,Manufacture of steel,Manufacturing
industry: vegetable farming,1131,Growing of vegetables,Agriculture
i run a cable tv operator in my city,61103,Activities of cable operators,IT Services
i am doing leather bag making for export,15121,Manufacture of travel goods and bags,Manufacturing
fireworks manufacturing,20292,Manufacture of explosives and fireworks,Manufacturing
we do handmade soap business at home,20231,Manufacture of soap all forms,Manufacturing
i am doing cobbler shoe repair on small scale,95230,Repair of footwear and leather goods,Services
i am doing handmade soap business for export,20231,Manufacture of soap all forms,Manufacturing
we are into sewing machine manufacturing as msme,28265,Manufacture of sewing machines,Manufacturing
our business is detergent manufacturing for export,20233,Manufacture of detergent,Manufacturing
tractor manufacturing,28211,Manufacture of tractors for agriculture,Manufacturing
our business is i raise chickens in india,1461,Raising and breeding of poultry,Agriculture
we deal in we grow bananas at home,1222,Growing of bananas,Agriculture
bus transport service,49221,Long distance bus services,Transport
we deal in online selling ecommerce as msme,47912,Retail sale via e-commerce,Trade
my work is courier service,53200,Courier activities,Transport
i run a herbal medicine production at home,21003,Manufacture of ayurvedic pharmaceutical preparations,Manufacturing
we have a prawn farming on small scale,3221,Fish farming in freshwater,Agriculture
i run a online selling ecommerce for export,47912,Retail sale via e-commerce,Trade
industry: we assemble mobile phones in my village,26305,Manufacture of pagers cellular phones,Manufacturing
we have a we mine coal,5102,Belowground mining of hard coal,Mining
the company is engaged in taxi cab service in my city,49224,Taxi operation,Transport
i own a wholesale trader for export,46209,Wholesale of agriculture raw materials,Trade
we deal in dal mill for export,10613,Dal (pulses) milling,Manufacturing
industry: dairy product making ghee butter in india,10504,Manufacture of cream butter cheese ghee,Manufacturing
i make agarbatti,20238,Manufacture of agarbatti,Manufacturing
we do wheat farming in my village,1111,Growing of wheat,Agriculture
our business is bicycle repair in my village,95291,Repair of bicycles,Services
mutual fund agent in my city,66301,Management of mutual funds,Finance
business activity: cattle feed manufacturing for export,10801,Manufacture of cattle feed,Manufacturing
marble quarrying in my village,8101,Quarrying of marble,Mining
i own a sewing machine manufacturing for domestic market,28265,Manufacture of sewing machines,Manufacturing
we are into spinning mill cotton as msme,13111,Preparation and spinning of cotton fiber,Manufacturing
business activity: herbal medicine production in india,21003,Manufacture of ayurvedic pharmaceutical preparations,Manufacturing
we are into mango farming in konkan in my village,1221,Growing of mangoes,Agriculture
my work is auto rickshaw,49224,Taxi operation,Transport
i am doing limestone mining in my village,8107,Mining of limestone,Mining
we have a interior design work,43303,Interior painting and decorating,Construction
this unit is involved in mobile recharge shop at home,61201,Activities of internet access wireless,IT Services
i am doing aerated drinks manufacturing for domestic market,11041,Manufacture of aerated drinks,Manufacturing
i run a i have a cow dairy in india,1412,Production of milk from cows or buffaloes,Agriculture
business activity: candle making,20238,Manufacture of agarbatti and similar products,Manufacturing
we are into knife scissors making,25931,Manufacture of cutlery,Manufacturing
homeopathy clinic,86903,Activities of homeopaths,Healthcare
we deal in handloom weaving in india,13121,Weaving of cotton fabrics,Manufacturing
i do electricity distribution,35109,Collection and distribution of electric energy,Energy
we do we produce eggs in my city,1462,Production of eggs,Agriculture
i do goat farming as msme,1441,Raising and breeding of sheep and goats,Agriculture
i own a internet service provider as msme,61104,Activities providing internet access,IT Services
industry: i grow potatoes,1135,Growing of potatoes and tubers,Agriculture
our business is paper manufacturing in my city,17013,Manufacture of paper,Manufacturing
i do coaching class tuition in india,85491,Academic tutoring services,Education
i do brick manufacturing at home,23921,Manufacture of bricks,Manufacturing
we do zari work business in india,13992,Zari work and ornamental trimmings,Manufacturing
cleaning services for domestic market,81210,General cleaning of buildings,Services
our business is security guard agency for export,80100,Private security activities,Services
we have a honey production for export,1492,Bee-keeping and production of honey,Agriculture
industry: plastic product manufacturing in my city,22201,Manufacture of semi-finished plastic products,Manufacturing
this unit is involved in rice milling unit,10612,Rice milling,Manufacturing
toothpaste manufacturing in my city,20235,Manufacture of dental hygiene preparations,Manufacturing
i run a jute farming,1162,Growing of jute,Agriculture
we do bicycle manufacturing as msme,30921,Manufacture of bicycles,Manufacturing
business activity: led bulb making as msme,27400,Manufacture of electric lighting equipment,Manufacturing
i do electric fan manufacturing for domestic market,27503,Manufacture of electric fans,Manufacturing
business activity: agricultural equipment making,28212,Manufacture of agricultural machinery,Manufacturing
chit fund,64910,Financial leasing,Finance
this unit is involved in i grow potatoes,1135,Growing of potatoes and tubers,Agriculture
this unit is involved in perfume making on small scale,20234,Manufacture of perfumes,Manufacturing
i am doing i keep bees and sell honey in my village,1492,Bee-keeping and production of honey,Agriculture
i do cobbler shoe repair in my city,95230,Repair of footwear and leather goods,Services
this unit is involved in hair oil shampoo manufacturing,20236,Manufacture of hair oil and shampoo,Manufacturing
i make pickles,10306,Manufacture of pickles and chutney,Manufacturing
i do wire and cable manufacturing,27320,Manufacture of wires and cables,Manufacturing
masala powder making,10795,Grinding and processing of spices,Manufacturing
business activity: tailoring unit for export,14105,Custom tailoring,Manufacturing
our business is spinning mill cotton on small scale,13111,Preparation and spinning of cotton fiber,Manufacturing
i own a parcel delivery in india,53200,Courier activities,Transport
business activity: paper bag making,17024,Manufacture of sacks and bags of paper,Manufacturing
poultry meat processing,10104,Poultry slaughtering and preparation,Manufacturing
my work is insurance agent for local market,66220,Activities of insurance agents and brokers,Finance
i run a jewellery shop for export,47733,Retail sale of jewellery,Trade
this unit is involved in sugar manufacturing,10721,Manufacture of sugar from sugarcane,Manufacturing
we are into carpet making as msme,13931,Manufacture of carpets of cotton,Manufacturing
advertising agency for domestic market,73100,Advertising,Professional
my work is we grow bananas,1222,Growing of bananas,Agriculture
i am doing silver jewellery,32111,Manufacture of jewellery of gold silver,Manufacturing
this unit is involved in silk weaving for export,13122,Weaving of silk fabrics,Manufacturing
i do medical device manufacturing in india,32504,Manufacture of medical instruments,Manufacturing
we deal in limestone mining,8107,Mining of limestone,Mining
online selling ecommerce,47912,Retail sale via e-commerce,Trade
we do tin box can making as msme,25992,Manufacture of containers tins and cans,Manufacturing
i am doing hotel restaurant in my city,55101,Hotels and motels providing lodging,Hospitality
i do kirana store on small scale,47211,Retail sale of food products,Trade
i do nursing home for export,86100,Hospital activities,Healthcare
security guard agency for local market,80100,Private security activities,Services
i raise chickens,1461,Raising and breeding of poultry,Agriculture
toothpaste manufacturing,20235,Manufacture of dental hygiene preparations,Manufacturing
the company is engaged in tea plantation at home,1271,Growing of tea,Agriculture
i am doing pickle making,10306,Manufacture of pickles and chutney,Manufacturing
we are into limestone mining,8107,Mining of limestone,Mining
tin box can making,25992,Manufacture of containers tins and cans,Manufacturing
mutual fund agent in india,66301,Management of mutual funds,Finance
our business is imitation artificial jewellery in my city,32120,Manufacture of imitation jewellery,Manufacturing
it consulting,62020,Computer consultancy,IT Services
iron ore mining,7100,Mining of iron ores,Mining
my work is data entry work as msme,63114,Providing data entry services,IT Services
i own a fruit juice manufacturing for export,10304,Manufacture of fruit juices,Manufacturing
plastic chair table making,22202,Manufacture of plastic household articles,Manufacturing
we do knitting hosiery unit for domestic market,13913,Manufacture of knitted synthetic fabrics,Manufacturing
industry: wooden toy making in my village,32401,Manufacture of dolls and toy animals,Manufacturing
matchbox making at home,20291,Manufacture of matches,Manufacturing
we do courier service,53200,Courier activities,Transport
our business is printing press as msme,18112,Printing of books and magazines,Manufacturing
i am doing steel manufacturing,24103,Manufacture of steel,Manufacturing
we deal in building construction,41001,Construction of buildings,Construction
our business is sugar manufacturing in my village,10721,Manufacture of sugar from sugarcane,Manufacturing
interior design work,43303,Interior painting and decorating,Construction
general store,47190,Other retail sale in non-specialized stores,Trade
industry: handloom weaving,13121,Weaving of cotton fabrics,Manufacturing
i own a rice mill for local market,10612,Rice milling,Manufacturing
business activity: canteen mess,56292,Operation of canteens,Hospitality
i do wind energy farm,35106,Electric power generation non conventional,Energy
this unit is involved in plumbing work,43221,Installation of plumbing,Construction
electric fan manufacturing in my village,27503,Manufacture of electric fans,Manufacturing
the company is engaged in i grow non basmati rice at home,1122,Organic farming of non-basmati rice,Agriculture
this unit is involved in clothing shop,47711,Retail sale of readymade garments,Trade
shoe making,15201,Manufacture of leather footwear,Manufacturing
we have a wooden furniture unit,31001,Manufacture of furniture of wood,Manufacturing
we do paper bag making,17024,Manufacture of sacks and bags of paper,Manufacturing
we are into photography studio in india,74201,Commercial photograph production,Professional
this unit is involved in spice grinding and processing for local market,10795,Grinding and processing of spices,Manufacturing
we have a vehicle repair garage in my village,45200,Maintenance and repair of motor vehicles,Trade
plastic product manufacturing,22201,Manufacture of semi-finished plastic products,Manufacturing
i run a silver jewellery as msme,32111,Manufacture of jewellery of gold silver,Manufacturing
we deal in we export organic basmati rice in my village,1121,Organic farming of basmati rice,Agriculture
this unit is involved in grocery shop for domestic market,47211,Retail sale of cereals and pulses,Trade
we deal in dairy farming,1412,Production of milk from cows or buffaloes,Agriculture
this unit is involved in spectacle frame making for domestic market,22206,Manufacture of spectacle frames of plastic,Manufacturing
my work is soft drink manufacturing,11045,Manufacture of soft drinks,Manufacturing
this unit is involved in diamond cutting and polishing,32112,Working of diamonds and precious stones,Manufacturing
this unit is involved in vehicle repair garage at home,45200,Maintenance and repair of motor vehicles,Trade
we deal in electronic component making for local market,26101,Manufacture of electronic components,Manufacturing
dhaba food stall in my city,56101,Restaurants,Hospitality
cargo handling,52241,Cargo handling for land transport,Transport
the company is engaged in diagnostic lab pathology as msme,86905,Activities of diagnostic laboratories,Healthcare
i do cargo handling at home,52241,Cargo handling for land transport,Transport
we do sugarcane farming in india,1140,Growing of sugar cane,Agriculture
my work is civil engineer consultant,71100,Architectural and engineering activities,Professional
noodles and pasta manufacturing,10740,Manufacture of macaroni and noodles,Manufacturing
i do online selling ecommerce in my village,47912,Retail sale via e-commerce,Trade
glass bangle making,23106,Manufacture of glass bangles,Manufacturing
i own a goat farming,1441,Raising and breeding of sheep and goats,Agriculture
we have a rice mill as msme,10612,Rice milling,Manufacturing
college in india,85301,Higher education,Education
we have a homeopathy clinic for local market,86903,Activities of homeopaths,Healthcare
industry: advocate lawyer on small scale,69100,Legal activities,Professional
i do painting contractor in my city,43303,Interior and exterior painting,Construction
i run a silver jewellery on small scale,32111,Manufacture of jewellery of gold silver,Manufacturing
masala powder making at home,10795,Grinding and processing of spices,Manufacturing
i run a i make ghee on small scale,10504,Manufacture of cream butter cheese ghee,Manufacturing
we are into mobile recharge shop,61201,Activities of internet access wireless,IT Services
packaged water business in my village,11043,Manufacture of mineral water,Manufacturing
newspaper printing,18111,Printing of newspapers,Manufacturing
i do i make ghee for local market,10504,Manufacture of cream butter cheese ghee,Manufacturing
we are into silk weaving in my city,13122,Weaving of silk fabrics,Manufacturing
i run a sugarcane cultivation for local market,1140,Growing of sugar cane,Agriculture
this unit is involved in medicine manufacturing allopathic for local market,21002,Manufacture of allopathic pharmaceutical preparations,Manufacturing
we have a i grow ginger,1281,Growing of ginger,Agriculture
the company is engaged in building construction in india,41001,Construction of buildings,Construction
fruit juice manufacturing as msme,10304,Manufacture of fruit juices,Manufacturing
i do ice cream manufacturing for domestic market,10505,Manufacture of ice cream,Manufacturing
this unit is involved in two wheeler manufacturing in india,30911,Manufacture of motorcycles and scooters,Manufacturing
dry cleaning laundry,96010,Washing and dry cleaning of textiles,Services
this unit is involved in dentist,86202,Dental practice activities,Healthcare
bolt nut manufacturing,25991,Manufacture of metal fasteners,Manufacturing
i do i am a tailor in india,14105,Custom tailoring,Manufacturing
our business is mobile app development in india,62011,Writing computer programs,IT Services
it consulting on small scale,62020,Computer consultancy,IT Services
i run a diamond cutting and polishing in india,32112,Working of diamonds and precious stones,Manufacturing
i own a rubber product manufacturing for export,22191,Manufacture of rubber plates and tubes,Manufacturing
the company is engaged in we cultivate wheat crops,1111,Growing of wheat,Agriculture
coffee plantation,1272,Growing of coffee,Agriculture
this unit is involved in wire and cable manufacturing for local market,27320,Manufacture of wires and cables,Manufacturing
my work is footwear manufacturing,15201,Manufacture of leather footwear,Manufacturing
pump manufacturing,28132,Manufacture of pumps and compressors,Manufacturing
fast food centre,56102,Cafeterias and fast food restaurants,Hospitality
pottery making,23931,Manufacture of articles of porcelain and pottery,Manufacturing
medical device manufacturing,32504,Manufacture of medical instruments,Manufacturing
business activity: we make fruit juice in india,10304,Manufacture of fruit juices,Manufacturing
i do cosmetics making as msme,20237,Manufacture of cosmetics and toileteries,Manufacturing
i make bread in my village,10711,Manufacture of bread,Manufacturing
i am doing doctor medical practice,86201,Medical practice activities,Healthcare
i own a phenyl disinfectant making at home,20212,Manufacture of disinfectants,Manufacturing
we are into power loom for local market,13121,Weaving of cotton fabrics,Manufacturing
i do call centre bpo for export,82200,Activities of call centres,IT Services
this unit is involved in embroidery work on small scale,13991,Embroidery work and making of laces,Manufacturing
i own a architect firm in my village,71100,Architectural and engineering activities,Professional
i run a mobile bike repair shop for local market,45403,Maintenance of motorcycles and scooters,Trade
i run a i make ghee in india,10504,Manufacture of cream butter cheese ghee,Manufacturing
we do newspaper printing in india,18111,Printing of newspapers,Manufacturing
we deal in plumbing work at home,43221,Installation of plumbing,Construction
we have a painting contractor,43303,Interior and exterior painting,Construction
business activity: jam jelly making,10305,Manufacture of sauces jams and jellies,Manufacturing
hospital clinic,86100,Hospital activities,Healthcare
the company is engaged in cargo handling in my city,52241,Cargo handling for land transport,Transport
the company is engaged in two wheeler manufacturing,30911,Manufacture of motorcycles and scooters,Manufacturing
this unit is involved in mobile bike repair shop as msme,45403,Maintenance of motorcycles and scooters,Trade
we have a sugar manufacturing in my village,10721,Manufacture of sugar from sugarcane,Manufacturing
we have a we cultivate wheat crops for export,1111,Growing of wheat,Agriculture
we deal in travel agency in india,52291,Activities of travel agents,Transport
the company is engaged in pcb printed circuit board for domestic market,26104,Manufacture of printed circuit boards,Manufacturing
iron ore mining as msme,7100,Mining of iron ores,Mining
i am doing homeopathy clinic for domestic market,86903,Activities of homeopaths,Healthcare
business activity: egg production farm on small scale,1462,Production of eggs,Agriculture
industry: fashion designer in india,74101,Fashion design,Professional
our business is toothpaste manufacturing for domestic market,20235,Manufacture of dental hygiene preparations,Manufacturing
we deal in we cultivate wheat crops for export,1111,Growing of wheat,Agriculture
we have a spectacle frame making on small scale,22206,Manufacture of spectacle frames of plastic,Manufacturing
i run a truck transport for export,49231,Motorised road freight transport,Transport
industry: cobbler shoe repair,95230,Repair of footwear and leather goods,Services
industry: money lending,64920,Other credit granting,Finance
basmati rice farming in my village,1121,Organic farming of basmati rice,Agriculture
my work is rubber product manufacturing on small scale,22191,Manufacture of rubber plates and tubes,Manufacturing
we are into plywood manufacturing at home,16211,Manufacture of plywood and veneer,Manufacturing
we deal in i make gold jewellery in my village,32111,Manufacture of jewellery of gold silver,Manufacturing
the company is engaged in iodized salt processing,10798,Processing of salt into food grade salt,Manufacturing
we have a dal mill for local market,10613,Dal (pulses) milling,Manufacturing
i run a medical device manufacturing at home,32504,Manufacture of medical instruments,Manufacturing
we make jaggery gur,10722,Manufacture of gur from sugarcane,Manufacturing
gold jewellery making,32111,Manufacture of jewellery of gold silver,Manufacturing
bakery unit on small scale,10711,Manufacture of bread,Manufacturing
the company is engaged in cable tv operator,61103,Activities of cable operators,IT Services
this unit is involved in bakery products for export,10712,Manufacture of biscuits and cakes,Manufacturing
bus transport service in my village,49221,Long distance bus services,Transport
we are into electricity distribution,35109,Collection and distribution of electric energy,Energy
we are into internet service provider,61104,Activities providing internet access,IT Services
we have a i do fishing in sea at home,3111,Fishing in ocean and coastal waters,Agriculture
we do potato farming in my village,1135,Growing of potatoes and tubers,Agriculture
i make leather bags for domestic market,15121,Manufacture of travel goods and bags,Manufacturing
i own a paddy cultivation,1121,Organic farming of basmati rice,Agriculture
i run a fish processing for export,10204,Processing and preserving of fish,Manufacturing
business activity: coconut farming,1261,Growing of coconut,Agriculture
we deal in house construction for export,41001,Construction of buildings,Construction
software development,62011,Writing and modifying computer programs,IT Services
we are into book shop stationery,47613,Retail sale of stationery,Trade
i do spice grinding and processing,10795,Grinding and processing of spices,Manufacturing
architect firm,71100,Architectural and engineering activities,Professional
mobile app development,62011,Writing computer programs,IT Services
this unit is involved in i do fishing in sea as msme,3111,Fishing in ocean and coastal waters,Agriculture
business activity: wind energy farm for domestic market,35106,Electric power generation non conventional,Energy
jute bag making as msme,13942,Manufacture of cordage or rope of jute,Manufacturing
lock and key making,25934,Manufacture of padlocks and locks,Manufacturing
i run a wire and cable manufacturing,27320,Manufacture of wires and cables,Manufacturing
matchbox making,20291,Manufacture of matches,Manufacturing
insurance agent in my village,66220,Activities of insurance agents and brokers,Finance
business activity: diagnostic lab pathology as msme,86905,Activities of diagnostic laboratories,Healthcare
our business is marble quarrying in india,8101,Quarrying of marble,Mining
i run a pesticide manufacturing,20211,Manufacture of insecticides,Manufacturing
i do battery manufacturing at home,27201,Manufacture of primary cells and batteries,Manufacturing
business activity: herbal medicine production at home,21003,Manufacture of ayurvedic pharmaceutical preparations,Manufacturing
i am a tailor,14105,Custom tailoring,Manufacturing
the company is engaged in noodles and pasta manufacturing,10740,Manufacture of macaroni and noodles,Manufacturing
i run a rice cultivation in irrigated fields for export,1121,Organic farming of basmati rice,Agriculture
our business is spectacle frame making as msme,22206,Manufacture of spectacle frames of plastic,Manufacturing
we do apiary business at home,1492,Bee-keeping and production of honey,Agriculture
my work is coaching class tuition in my city,85491,Academic tutoring services,Education
we do agricultural equipment making for local market,28212,Manufacture of agricultural machinery,Manufacturing
this unit is involved in footwear manufacturing at home,15201,Manufacture of leather footwear,Manufacturing
i run a we make plastic bags for export,22203,Manufacture of plastic articles for packing,Manufacturing
industry: hair oil shampoo manufacturing,20236,Manufacture of hair oil and shampoo,Manufacturing
the company is engaged in tea stall in india,56302,Tea and coffee shops,Hospitality
i make clothes in my village,14101,Manufacture of textile garments,Manufacturing
i make ghee,10504,Manufacture of cream butter cheese ghee,Manufacturing
industry: flour mill for domestic market,10611,Flour milling,Manufacturing
i am doing electrical installation for local market,43211,Installation of electrical wiring,Construction
we are into garment stitching in my city,14101,Manufacture of textile garments,Manufacturing
my work is market research in india,73200,Market research and public opinion polling,Professional
we deal in potato farming for local market,1135,Growing of potatoes and tubers,Agriculture
i do candle making for export,20238,Manufacture of agarbatti and similar products,Manufacturing
i am doing i grow non basmati rice in my city,1122,Organic farming of non-basmati rice,Agriculture
industry: papad making unit on small scale,10796,Manufacture of papads and appalam,Manufacturing
